ORG_COPPER_NAME,ORG_COPPER_ID,ORG_WEBSITE,STAGE,COPPER_LINK,STATUS
FRESH DELIGHT,57623999,freshdelight.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57623999,Open
NULL,54547233,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54547233,Open
Ofichem B.V.,44656863,ofichem.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44656863,Abandoned
BG Door International B.V.,54514730,bgdoor.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54514730,Won
European Tyre Distributors B.V.,34136737,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/34136737,Lost
Bengi B.V.,51988667,bengi.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51988667,Open
Colours and Green B.V.,30400054,coloursandgreen.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30400054,Lost
Higold Europe B.V.,46579094,higoldeurope.eu,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46579094,Open
Babsee,30378260,babsee.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30378260,Lost
Daily Dairy Holland B.V.,25660011,daily-dairy.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/25660011,Open
Lely international n.v.,36390568,lely.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36390568,Abandoned
GPS Perimeter Systems B.V.,23427578,terreinbeveiliging.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23427578,Abandoned
Lion Apparel Inc,56099758,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56099758,Open
Engel Foreign Food B.V.,54880335,engelforeignfood.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54880335,Open
Van Doorn Export Packing BV,50733432,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50733432,Abandoned
Gispen International B.V.,45430444,gispen.com/en,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45430444,Open
SolarClarity B.V.,49240950,solarclarity.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49240950,Abandoned
Coolio International,32641087,coolio-international.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32641087,Won
GSS Hydraulics B.V.,40007392,gsshydraulics.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40007392,Open
Iyyo,13841313,iyyo.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13841313,Lost
Beter Bed B.V.,51464136,beterbed.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51464136,Open
Orange Supplies,56112197,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56112197,Open
Halalbakery,14342859,halalbakery.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14342859,Abandoned
SEATS AND SOFAS,40129308,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40129308,Lost
Holland-Haag b.v.,25254870,hollandhaag.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/25254870,Won
Multiline,39717414,multiline-licht.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/39717414,Abandoned
Werkwaardig Furniture Design,54438915,erkwaardig.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54438915,Won
'Adic' Anglo Dutch Import Company B.V.,27808162,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/27808162,Lost
MULTIVOS SPORT,34919729,clubkledingwinkel.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34919729,Open
Signatronic Europe B.V.,55076734,NULL,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55076734,Won
Peterse Boomkwekerij,16282035,peterseboomkwekerij.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16282035,Abandoned
Dijk Natural Collections B.V.,22250759,dijknaturalcollections.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250759,Lost
Apeldoorn Flexible Packaging B.V.,46430758,afpholland.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46430758,Open
QUAPI KIDSWEAR BV,49394930,stylelabels.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49394930,Lost
Fleury Shipping and Engineering,56687839,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56687839,Lost
Container Technics,37106873,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37106873,Lost
Mobiliteitscenter,13218201,mobiliteitscenter.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/13218201,Open
Prograin organic NL b.v.,19689331,prograinorganic.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/19689331,Abandoned
Fond of GmbH,36057661,fondof.de,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36057661,Lost
L & H Dutch Bear B.V.,52772246,lhdutchbear.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52772246,Won
Terberg Benschop,52519855,terbergbenschop.nl,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52519855,Won
Fuji Seal Europe B.V.,38557447,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38557447,Open
Themans hang- en sluitwerk b.v.,43631524,NULL,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/43631524,Won
Vencomatic Group B.V.,20578248,NULL,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/20578248,Won
Hale Products BV,54406808,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54406808,Won
AMS Group - Assembling Manufacturing & Sourcing Group B.V.,11932237,ams-site.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11932237,Open
Drielink International BV,50656120,drielink.com,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50656120,Abandoned
Oostendorp Muziek B.V.,52230973,oostendorp-muziek.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52230973,Won
Von Gahlen Nederland,42420695,vongahlen.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/42420695,Abandoned
La Parada,34935985,laparada.nl,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34935985,Lost
United Springs B.V.,50710480,ogefigroup.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/50710480,Abandoned
Elopak b.v.,49240939,elopak.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49240939,Abandoned
Cretel,45211859,cretel.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45211859,Abandoned
HG,55408876,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/55408876,Open
Zania da silva,22250776,NULL,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250776,Abandoned
MHS Ruitersport V.O.F.,50639038,minihorseshop.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50639038,Won
Kemin Europe,58290272,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/58290272,Open
VAN STRATEN MEDICAL B.V.,50156944,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50156944,Abandoned
Eleq Steenwijk B.V.,48558365,eleq.com/nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/48558365,Open
A Top B.V.,49538392,atoppackaging.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49538392,Abandoned
JH SPORTS,36261133,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36261133,Lost
Kleertjes.com,23427913,kleertjes.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23427913,Abandoned
Pontmeyer,13822215,pontmeyer.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13822215,Lost
Ravago Chemicals,36336868,ravagochemicals.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36336868,Open
M-trizz B.V.,36291489,m-trizz.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/36291489,Lost
DSG De Stiho Groep b.v.,52325359,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52325359,Open
Dekker Decorations,51816526,dekker-decoration.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51816526,Open
Legro Group B.V.,29505145,legro.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29505145,Open
Conestra B.V,40028543,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40028543,Open
Magic Bodyfashion B.V.,45211341,magicbodyfashion.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45211341,Open
Ningbo Agsun Products Inc.,23637134,agsun.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23637134,Abandoned
Lumission,50157034,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50157034,Won
Illuxtron international,14038748,illuxtron.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/14038748,Abandoned
Tanatex Chemicals B.V.,49538358,tanatexchemicals.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/49538358,Open
Bunzl Verpakkingen Arnhem,44666790,NULL,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44666790,Won
Martens Traktor,37208246,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37208246,Lost
Innovar BV,52731429,one2baby.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52731429,Abandoned
MSP Onions,57080745,msp-onions.com/nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57080745,Open
Petgeek,54768608,petgeek.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/54768608,Won
Fijen B.V.,40049645,fijenbv.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40049645,Lost
Easydek Beschermtechniek,52725600,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52725600,Open
Nipro Europe Group Companies,45591001,nipro-group.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45591001,Open
BTN de Haas B.V.,40104162,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40104162,Lost
Wila B.V.,36588632,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36588632,Lost
Dijkstra Plastics B.V.,36925888,hk-plastics.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36925888,Open
World board games,13669745,orldboardgames.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13669745,Lost
SAVIC,54148820,savic.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54148820,Open
Asona Benelux B.V.,52290699,asona.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52290699,Abandoned
Van Wamel B.V.,26557141,vanwamel.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26557141,Abandoned
ANWB Retail B.V.,50975030,anwb.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50975030,Open
Engine Partners (Holland) B.V.,37208612,enginepartners.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37208612,Lost
Habufa Meubelen B.V.,32202957,habufa.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32202957,Abandoned
Medtradex,47343168,medtradex.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47343168,Lost
Covetex Tapijt B.V.,13679512,covetex.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/13679512,Open
Albert Brille Vlas,42885520,NULL,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/42885520,Lost
Kuipstoel-kopen.nl,21402515,Kuipstoel-kopen.nl,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/21402515,Lost
Koledo b.v.,46578971,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/46578971,Lost
Verhulst Shoes B.V.,13677299,verhulst.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13677299,Lost
Royal Textile B.V.,14062209,royaltextile.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/14062209,Won
Logikx,22250738,logikx.eu,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22250738,Abandoned
REA Plastic Storage Systems,51677528,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51677528,Open
Van Loon Hoeven B.V.,40532468,vanloonhoeven.nl/index,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40532468,Lost
Global Electronics B.V.,45618767,global-electronics.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/45618767,Abandoned
De Haan Group,23386072,dehaangroup.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/23386072,Won
Solid Cure,56005897,solidcure.com,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56005897,Won
Timberland Europe B.V.,26657864,timberland.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26657864,Open
Rivertex Technical Fabrics Group B.V.,51171215,rivertex.co.uk,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51171215,Open
Cefetra Group,44952706,cefetra.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44952706,Lost
Marflex b.v.,22013096,marflex.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22013096,Lost
Shopstainable,15045682,hopstainable.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/15045682,Abandoned
Global Container Lines,52323552,globalcl.be,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52323552,Won
Global Container Lines,52323552,globalcl.be,6 - Experience (CS+S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52323552,Won
VALVAN BALING SYSTEMS,42852760,valvan.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/42852760,Abandoned
Rodelta Pumps International BV,46430589,rodelta.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46430589,Open
Dunlop Conveyor Belting International B.V.,50810516,dunlopcb.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50810516,Open
Home Fashion Group,22005354,homefashiongroup.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/22005354,Open
Hubo België NV,40871041,hubo.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40871041,Open
Acatris Netherlands B.V.,26657563,acatris.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26657563,Abandoned
Anima Trading,56045951,anima-trading.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56045951,Open
Rensa B.V. Technisch Handelsbureau,52573828,rensa.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52573828,Lost
"Esudia Engineering, Support & Diagnostics B.V./ Dena B.V.",46047152,live.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46047152,Lost
Cynerpro NV,53324600,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53324600,Abandoned
Arma Leder b.v.,37082167,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/37082167,Abandoned
BBK logistics bv,57197346,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57197346,Lost
Meplax,34935949,meplax.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34935949,Lost
Van Tol Retail,13693964,vantolversunie.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13693964,Open
Majestic Products b.v.,40935353,majestic.nl/nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/40935353,Won
Ineos,52187750,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52187750,Open
Reybanpac,55407549,favoritabananas.com/en,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/55407549,Open
Jean Heybroek B.V.,38654711,NULL,7 - Growth (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/38654711,Won
Mondial Movers B.V.,57853304,mondial-movers.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57853304,Open
Royal Flooring,46367246,royalflooring.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46367246,Open
Thermaflex Nederland b.v.,16433445,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/16433445,Lost
B&G,57754879,NULL,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/57754879,Open
Pinnlee Europe B.V.,28002283,pinnlee.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/28002283,Lost
Benckmar B.V.,47048675,benckmar.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47048675,Open
Scania Nederland B.V.,50307668,scania.com/nl/nl/home/experience-scania/about-us/contact-us.html,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50307668,Open
Bedding House B.V.,33515134,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/33515134,Lost
Hilti Belux,52625717,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/52625717,Open
NDT International B.V.,45943913,ndtpotterie.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/45943913,Open
Talba Nederland b.v.,34133625,talba.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/34133625,Abandoned
CraftZZ,30400153,craftzz.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30400153,Lost
Swanenberg IJzer Groep,57371115,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57371115,Open
Cowboy,56625387,cowboy.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56625387,Open
FPE Seals,13233678,fpesealsbv.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233678,Abandoned
Brasco B.V.,50130676,brasco.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50130676,Won
schintech,12001021,chintech.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/12001021,Lost
Part2usaparts,13233674,part2usaparts.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/13233674,Lost
RAAL Holland,37659271,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37659271,Lost
Phoenix import,15546967,phoeniximport.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/15546967,Won
uscardelivery,12078489,uscardelivery.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/12078489,Lost
Tralert B.V.,44470422,traditech.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/44470422,Won
Aliplast Aluminium Extrusion NV,54709921,aliplastextrusion.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54709921,Open
Dyka plastics b.v.,43602570,dyka.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/43602570,Abandoned
200Fahrenheit B.V.,57812456,200fahrenheit.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57812456,Open
Sympafix,15747903,ympafix.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/15747903,Lost
HK LIVING,32589394,hkliving.nl,8 - Loyal (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32589394,Won
Van der Reest Machines,30170292,reestcleaning.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/30170292,Lost
Variopool B.V.,52502115,variopool.nl/nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52502115,Open
Bizbike,49682308,bizbike.be,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49682308,Open
"Gottman carl , handelsmaatschappij",57121739,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/57121739,Open
Fashion Linq,23538941,fashionlinq.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/23538941,Lost
Rocalux B.V.,51172286,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51172286,Open
Van der Haegen & Neckebroeck,23444051,vdhneck.com,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/23444051,Abandoned
Intertrading N.V.,37105818,intertrading-nv.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/37105818,Open
Liffin Events b.v.,32748780,liffin.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/32748780,Won
Fontem Ventures B.V,49417482,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/49417482,Open
Advanced Plastics Benelux B.V.,26657532,advancedplastics.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/26657532,Abandoned
Tapibel,43483010,tapibel.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/43483010,Abandoned
Interovo Egg Group,22528141,interovo.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/22528141,Open
Ferro Footwear B.V.,17748758,ferrofootwear.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/17748758,Open
Present Time B.V.,36905446,presenttime.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36905446,Abandoned
Collab creations b.v.,17781268,collab-creations.com,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/17781268,Abandoned
Minivalve International B.V.,46537016,minivalve.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/46537016,Open
Analytical Solutions and Products B.V.,33592130,asap.nl,3 - Presenting (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/33592130,Lost
EromesMarko B.V.,44791559,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44791559,Lost
Othmar Decorations b.v.,27040919,othmar.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/27040919,Abandoned
Steijn Design b.v.,37080382,flycarpets.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/37080382,Abandoned
Ferney Group,38906124,ferney.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/38906124,Open
Trading in commodities BVBA,56761055,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/56761055,Abandoned
Henk Maas Weegschalen B.V.,34051337,henkmaas.nl,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/34051337,Lost
Sunrise Foods International B.V.,54868677,sunrisefoods.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/54868677,Open
VNK Herbs,56332673,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/56332673,Abandoned
Globachem NV,52643392,NULL,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/52643392,Open
Theissen Training Systems International,44262921,theissentraining.be,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/44262921,Open
Von Gahlen Nederland,42420695,vongahlen.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/42420695,Abandoned
Mezzo International B.V.,47244088,mezzointernational.com,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/47244088,Abandoned
Woonland B.V.,26990157,oonland.nl,4 - Offering (S),https://app.prosperworks.com/companies/114103/app?p=db#/organization/26990157,Abandoned
Capventure,30400019,capventure.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/30400019,Lost
Kapimex b.v.,11292502,kapimex.nl,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/11292502,Open
Amniflex B.V.,53993691,plastiflex.com/amniflex,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/53993691,Open
De Klok Banden B.V.,20739982,deklokbanden.com,9 - Inactive (CS),https://app.prosperworks.com/companies/114103/app?p=db#/organization/20739982,Abandoned
Fimato Gmbh,36557320,hanako-koi.de,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/36557320,Abandoned
Mobrero B.V.,28138916,mobrero.nl,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/28138916,Lost
Hovin b.v.,37662218,hovin.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/37662218,Lost
Kanon Loading Equipment B.V.,51677126,kanon.nl,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/51677126,Open
3Dfashion,32352567,NULL,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/32352567,Lost
Magnet Lifting B.V.,29900230,magnetlifting.com,NULL,https://app.prosperworks.com/companies/114103/app?p=db#/organization/29900230,Abandoned
Winsol,50984571,insol.be,1- MQL (Marketing),https://app.prosperworks.com/companies/114103/app?p=db#/organization/50984571,Open
Pearl Music Europe B.V.,40696709,pearlmusic.com,2 - SQL / Sales Outreach,https://app.prosperworks.com/companies/114103/app?p=db#/organization/40696709,Open
